,1. open,2. high,3. low,4. close,5. volume,MACD_Signal,MACD,MACD_Hist,RSI,WILLR,ADX,MOM
2011-01-03,79.19,79.42,78.96,78.99,3059800.0,0.8625,0.6984,-0.1642,59.4238,-37.766,20.3363,0.19
2010-12-31,78.8,78.82,78.25,78.72,1782200.0,0.9036,0.7459,-0.1577,56.9988,-52.1277,20.6487,-0.3
2010-12-30,78.92,79.12,78.61,78.85,1504400.0,0.943,0.8231,-0.1199,58.5636,-45.2128,21.7593,-0.1
2010-12-29,79.46,79.665,79.09,79.1,1559100.0,0.973,0.8965,-0.0764,61.5826,-26.3158,22.369,0.25
2010-12-28,79.57,79.57,79.04,79.29,2066300.0,0.9921,0.9518,-0.0403,63.9076,-17.4468,22.1714,1.14
2010-12-27,79.37,79.4,78.98,79.27,1388800.0,1.0021,0.989,-0.0131,63.7739,-18.2979,22.064,0.87
2010-12-23,79.49,79.6,79.2,79.5,1862200.0,1.0054,1.0242,0.0188,66.4002,-8.5106,22.1323,1.87
2010-12-22,79.38,79.7,79.07,79.52,2123600.0,1.0007,1.0309,0.0302,66.6217,-7.6596,21.8417,1.83
2010-12-21,79.03,79.47,78.56,79.35,2834700.0,0.9932,1.0223,0.0291,65.719,-6.9767,21.5289,0.81
2010-12-20,79.38,79.5,78.79,78.9,2802500.0,0.9859,1.0138,0.0279,63.2779,-20.2703,21.3999,0.49
2010-12-17,78.8301,79.08,78.38,78.8,5386500.0,0.9789,1.034,0.0551,62.7302,-11.3615,20.9286,0.06
2010-12-16,78.83,79.25,78.59,79.02,3049600.0,0.9651,1.055,0.0899,64.7014,-7.0524,20.7735,0.32
2010-12-15,78.71,79.41,78.58,78.95,3970500.0,0.9426,1.044,0.1014,64.3706,-8.3183,20.3205,0.69
2010-12-14,77.82,79.01,77.82,78.85,3549200.0,0.9173,1.022,0.1047,63.9221,-10.1266,19.8327,3.58
2010-12-13,78.84,78.84,78.11,78.15,3752500.0,0.8911,0.9891,0.098,60.7073,-22.0665,19.6022,3.35
2010-12-10,78.49,78.83,78.07,78.4,3822900.0,0.8666,1.004,0.1374,62.5559,-17.6883,19.0093,3.12
2010-12-09,78.14,78.21,77.42,77.63,3863200.0,0.8323,0.983,0.1508,58.9838,-31.1734,18.3774,1.54
2010-12-08,78.66,79.02,77.35,77.69,5382300.0,0.7946,1.0204,0.2258,59.3938,-30.1226,18.1009,3.51
2010-12-07,79.41,79.41,78.37,78.54,4477600.0,0.7382,1.047,0.3089,65.3709,-14.5485,17.8031,3.43
2010-12-06,78.58,78.8,78.23,78.41,2699100.0,0.661,0.9793,0.3183,64.8688,-16.0556,16.4123,3.1
2010-12-03,78.42,78.81,78.29,78.74,3225500.0,0.5814,0.8918,0.3105,67.1642,-10.493,15.2481,3.71
2010-12-02,78.39,79.3625,78.1,78.7,4843700.0,0.5037,0.7337,0.2299,67.0329,-11.1673,13.9314,5.06
2010-12-01,76.54,78.49,76.54,78.26,7949400.0,0.4463,0.5251,0.0789,65.629,-4.5455,12.5134,4.1
2010-11-30,74.11,75.69,74.041,75.27,5543800.0,0.4266,0.2962,-0.1304,52.9998,-42.3197,11.426,-0.04
2010-11-29,74.72,75.08,73.88,74.8,4358800.0,0.4591,0.304,-0.1551,50.3363,-59.1045,12.1539,-0.08
2010-11-26,75.61,75.68,75.2,75.28,1963900.0,0.4979,0.3575,-0.1404,53.1951,-46.8391,12.6888,-0.11
2010-11-24,74.76,76.21,74.56,76.09,3917400.0,0.533,0.3717,-0.1613,58.3918,-23.5632,12.8102,-0.06
2010-11-23,74.37,74.48,73.7,74.18,4109700.0,0.5734,0.3019,-0.2715,47.0699,-78.4483,12.9408,-2.51
2010-11-22,74.9,75.49,74.26,75.11,3442700.0,0.6412,0.4029,-0.2383,53.6732,-51.7241,13.1405,-1.52
2010-11-19,75.09,75.41,74.645,75.31,4022000.0,0.7008,0.4313,-0.2695,55.2202,-45.977,13.8951,-1.44
2010-11-18,74.35,75.5,74.23,75.03,3652600.0,0.7682,0.4409,-0.3273,53.4771,-54.023,14.8293,-1.21
2010-11-17,73.73,74.07,73.43,73.64,3897300.0,0.85,0.4752,-0.3748,43.3032,-93.9655,15.8353,-1.41
2010-11-16,74.8,74.94,73.77,74.16,5989800.0,0.9437,0.6537,-0.29,46.8633,-87.5796,15.6581,-1.09
2010-11-15,75.02,75.73,74.87,75.31,4718100.0,1.0162,0.819,-0.1972,56.3821,-44.3213,15.7619,0.67
2010-11-12,74.94,75.22,74.42,74.88,4771100.0,1.0655,0.901,-0.1645,53.0726,-56.2327,16.9516,0.11
2010-11-11,75.87,75.95,75.04,75.39,3506400.0,1.1067,1.0363,-0.0704,57.9119,-42.1053,17.6485,0.69
2010-11-10,76.53,76.62,75.8,76.15,4023200.0,1.1242,1.142,0.0178,66.2741,-21.0526,18.9508,1.69
2010-11-09,76.69,76.78,76.34,76.69,3810200.0,1.1198,1.183,0.0632,73.2526,-6.0942,19.4305,2.02
2010-11-08,76.52,76.91,76.33,76.63,3149300.0,1.104,1.163,0.059,72.9589,-5.6112,19.2078,1.62
2010-11-05,76.49,76.89,76.14,76.75,4705400.0,1.0893,1.1268,0.0375,74.4781,-3.012,18.9681,1.81
2010-11-04,76.01,76.9,75.4601,76.24,5502600.0,1.0799,1.0519,-0.028,72.193,-13.253,18.7261,1.27
2010-11-03,75.24,75.53,74.31,75.05,3586800.0,1.0869,0.993,-0.0939,65.5006,-18.7667,18.4656,1.13
2010-11-02,75.21,75.62,75.08,75.25,2806300.0,1.1103,1.0245,-0.0859,68.0568,-13.5761,19.3371,1.64
2010-11-01,75.27,75.7731,74.11,74.64,3401600.0,1.1318,1.0294,-0.1024,64.0875,-29.4075,19.3563,0.08
2010-10-29,74.32,74.88,74.1,74.77,2650000.0,1.1574,1.0828,-0.0746,65.7032,-21.4286,19.377,0.67
2010-10-28,75.01,75.38,73.98,74.7,3141000.0,1.1761,1.1221,-0.054,65.2653,-23.2804,20.1808,0.55
2010-10-27,74.22,74.54,73.3,74.46,3318400.0,1.1896,1.1629,-0.0267,63.7938,-29.6296,21.0465,0.28
2010-10-26,74.47,74.8199,74.03,74.67,3524100.0,1.1962,1.2226,0.0263,66.0679,-24.0741,22.5578,1.69
2010-10-25,75.46,75.57,74.8,75.01,4068900.0,1.1896,1.2596,0.0699,69.8093,-15.0794,23.6368,2.08
2010-10-22,75.25,75.25,74.49,74.94,3165100.0,1.1722,1.2539,0.0817,69.4789,-14.7465,23.8851,2.03
2010-10-21,74.32,75.58,74.25,74.97,8837600.0,1.1517,1.2354,0.0837,69.7828,-11.4019,24.4225,2.19
2010-10-20,72.01,74.28,71.92,73.92,8761800.0,1.1308,1.1909,0.0601,64.7747,-20.985,25.0012,1.05
2010-10-19,73.8,74.18,72.85,73.61,5807800.0,1.1158,1.2237,0.1079,63.098,-27.6231,26.7921,1.1
2010-10-18,74.27,74.9,73.98,74.56,3832000.0,1.0888,1.2793,0.1905,72.9837,-7.2805,27.6402,4.03
2010-10-15,74.34,74.87,73.4,74.1,4671800.0,1.0412,1.2349,0.1937,70.9364,-15.942,26.91,2.97
2010-10-14,74.19,74.2,73.4,74.15,4852100.0,0.9928,1.2071,0.2143,71.4831,-9.8684,26.1457,2.92
2010-10-13,73.51,74.6,73.36,74.18,4990900.0,0.9392,1.149,0.2098,71.7914,-9.2105,25.8313,2.69
2010-10-12,72.6,73.27,71.8,72.98,3937600.0,0.8868,1.055,0.1682,66.4107,-7.9452,25.4927,1.38
