,1. open,2. high,3. low,4. close,5. volume,MACD_Signal,MACD,MACD_Hist,RSI,WILLR,ADX,MOM
2012-06-25,83.95,83.98,82.12,82.89,7390700.0,-2.5323,-2.2882,0.2441,35.353,-90.0645,23.7409,-2.3
2012-06-22,85.5,86.0478,84.85,84.96,6408200.0,-2.5933,-2.1538,0.4396,39.3109,-71.6788,23.9168,-2.64
2012-06-21,87.09,87.45,84.84,84.98,8578400.0,-2.7032,-2.1617,0.5415,39.3504,-68.4874,25.1939,-2.16
2012-06-20,88.14,88.72,86.5,87.17,9413700.0,-2.8386,-2.1423,0.6963,43.8314,-37.8151,26.5692,0.51
2012-06-19,87.57,89.79,87.2,88.84,6254700.0,-3.0127,-2.3095,0.7032,47.6755,-14.4258,28.4326,5.19
2012-06-18,86.35,87.09,85.67,86.74,4722600.0,-3.1884,-2.6593,0.5291,41.7057,-51.5115,30.1043,3.48
2012-06-15,86.4,86.95,85.69,86.93,6571800.0,-3.3207,-2.8533,0.4674,42.1093,-62.5,31.6451,1.41
2012-06-14,85.31,86.25,84.5,85.89,6124300.0,-3.4376,-3.0787,0.3589,39.1143,-71.7857,33.2305,-1.73
2012-06-13,86.25,87.0,84.675,85.29,8308300.0,-3.5273,-3.2158,0.3115,37.3787,-77.1429,34.577,-4.89
2012-06-12,85.82,87.05,84.76,87.05,5270100.0,-3.6052,-3.2828,0.3224,40.5253,-61.4286,36.0913,-5.47
2012-06-11,89.2,89.46,85.09,85.19,6436400.0,-3.6858,-3.4999,0.1859,35.1698,-78.0357,37.7514,-4.75
2012-06-08,86.83,87.67,85.33,87.6,4399100.0,-3.7323,-3.5366,0.1956,39.443,-56.5179,39.6474,-3.82
2012-06-07,88.82,89.87,86.92,87.14,7773300.0,-3.7812,-3.7775,0.0037,38.1102,-60.625,40.9034,-5.33
2012-06-06,84.72,86.66,84.52,86.66,8464000.0,-3.7821,-3.9831,-0.201,36.7616,-64.9107,42.7309,-4.83
2012-06-05,83.02,84.8,83.02,83.65,9212900.0,-3.7318,-4.1388,-0.4069,27.5718,-91.8943,43.0977,-8.33
2012-06-04,85.94,85.95,82.73,83.26,9812600.0,-3.6301,-3.9707,-0.3407,26.2829,-95.5574,42.3709,-5.42
2012-06-01,85.08,86.8,84.72,85.52,9572500.0,-3.5449,-3.6588,-0.1139,29.0661,-92.0398,41.5881,-2.28
2012-05-31,88.42,88.5,86.01,87.62,12370400.0,-3.5164,-3.4376,0.0789,31.9889,-84.9251,41.1396,-4.24
2012-05-30,90.99,91.0,89.5,90.18,6350800.0,-3.5362,-3.319,0.2171,36.0979,-73.6466,40.938,-2.5
2012-05-29,91.2,93.93,90.89,92.52,8238800.0,-3.5904,-3.3801,0.2103,40.515,-49.7446,41.637,-1.08
2012-05-25,91.39,91.67,89.63,89.94,4637400.0,-3.643,-3.6471,-0.0041,31.9955,-76.0981,42.8354,-5.56
2012-05-24,92.95,92.96,90.17,91.42,6421600.0,-3.642,-3.6722,-0.0302,34.638,-63.9623,42.6987,-4.02
2012-05-23,90.51,92.79,89.861,92.47,6668600.0,-3.6344,-3.8015,-0.1671,36.6311,-61.1333,42.6953,-3.52
2012-05-22,92.76,92.98,90.89,91.49,7210500.0,-3.5927,-4.0182,-0.4255,33.3052,-75.3485,42.5822,-5.0
2012-05-21,89.53,92.3,89.32,91.98,6811300.0,-3.4863,-4.1364,-0.6501,34.137,-72.2433,42.7152,-5.21
2012-05-18,88.26,89.81,88.02,88.68,8655900.0,-3.3238,-4.2771,-0.9534,21.9452,-93.2075,42.4491,-9.76
2012-05-17,91.02,91.64,87.6,87.8,12695100.0,-3.0854,-4.0585,-0.9731,18.1955,-98.7893,40.5044,-12.87
2012-05-16,93.43,94.08,91.711,91.86,5803400.0,-2.8421,-3.6308,-0.7887,22.9106,-98.883,38.4102,-10.77
2012-05-15,93.85,94.66,92.29,92.68,5304800.0,-2.645,-3.4455,-0.8005,24.0808,-96.9436,36.8144,-9.43
2012-05-14,94.33,94.77,93.45,93.6,5213300.0,-2.4448,-3.2424,-0.7975,25.4344,-98.9019,35.2089,-9.17
2012-05-11,94.5,96.69,94.3,95.5,4531900.0,-2.2454,-3.0296,-0.7841,28.5072,-89.3746,33.7136,-9.06
2012-05-10,97.15,97.39,95.18,95.44,4982000.0,-2.0494,-2.9074,-0.858,28.253,-89.7781,32.2823,-8.95
2012-05-09,94.84,97.3,94.08,95.99,7733500.0,-1.8349,-2.703,-0.8681,29.1347,-86.0794,30.9314,-7.45
2012-05-08,96.84,96.95,93.92,96.49,10411600.0,-1.6179,-2.4588,-0.841,29.9229,-83.7855,29.4194,-11.91
2012-05-07,97.67,98.2,97.03,97.19,7245700.0,-1.4076,-2.1624,-0.7547,31.0137,-98.7441,27.5801,-9.71
2012-05-04,100.0,100.13,98.0,98.44,9055000.0,-1.219,-1.8237,-0.6048,33.009,-96.2617,26.2344,-9.29
