,index,1. open,2. high,3. low,4. close,5. volume,MACD,MACD_Signal,MACD_Hist,RSI,WILLR,ADX,MOM,Labels,Price Diffs
123,2018-01-31,166.87,168.4417,166.5,167.43,30984099.0,-0.9978,0.2674,-1.2651,34.4786,-82.2727,19.8567,-11.67,0,-16.26
124,2018-01-30,165.525,167.37,164.7,166.97,45137026.0,-0.6267,0.5837,-1.2103,32.836,-85.2597,19.3412,-9.22,0,-9.67
125,2018-01-29,170.16,170.16,167.07,167.96,48434424.0,-0.097,0.8862,-0.9833,34.5678,-93.1696,18.2712,-9.13,0,-8.0
126,2018-01-26,172.0,172.0,170.06,171.51,37121805.0,0.4795,1.1321,-0.6525,41.9318,-85.5578,17.7443,-3.77,0,-16.06
127,2018-01-25,174.505,174.95,170.53,171.11,39661804.0,0.8471,1.2952,-0.4481,40.608,-93.9394,18.1359,-3.18,0,-14.53
128,2018-01-24,177.25,177.3,173.2,174.22,50562257.0,1.3445,1.4072,-0.0627,48.6083,-73.3167,18.7248,-0.11,0,-13.1
129,2018-01-23,177.3,179.44,176.82,177.04,31702531.0,1.6433,1.4229,0.2204,58.275,-37.5921,19.9299,2.69,0,-10.06
130,2018-01-22,177.3,177.78,176.6016,177.0,26023683.0,1.7136,1.3678,0.3458,58.1654,-28.5978,19.3632,2.0,0,-10.1
131,2018-01-19,178.61,179.58,177.41,178.46,30827809.0,1.7824,1.2814,0.5011,63.8486,-15.0735,19.3753,5.43,0,-12.71
132,2018-01-18,179.37,180.1,178.25,179.26,30234512.0,1.6958,1.1561,0.5397,67.1888,-7.7206,18.9024,7.03,0,-11.18
133,2018-01-17,176.15,179.25,175.07,179.1,32752734.0,1.479,1.0212,0.4578,66.8669,-2.8515,17.8729,6.84,0,-5.01
134,2018-01-16,177.9,179.39,176.14,176.19,29159005.0,1.1971,0.9067,0.2904,60.2867,-31.4651,17.042,6.96,0,-5.61
135,2018-01-12,176.18,177.36,175.65,177.09,25039531.0,1.1162,0.8341,0.282,63.9331,-3.317,15.4891,6.01,0,-2.45
136,2018-01-11,174.59,175.4886,174.49,175.28,17523256.0,0.905,0.7636,0.1414,59.3406,-10.8824,14.4573,4.68,1,2.33
137,2018-01-10,173.16,174.3,173.0,174.29,23589129.0,0.8067,0.7283,0.0784,56.5292,-25.4412,14.0467,3.72,1,3.6
138,2018-01-09,174.55,175.06,173.41,174.33,21262614.0,0.7702,0.7087,0.0615,56.6763,-24.8529,14.1088,-0.68,1,4.0
139,2018-01-08,174.35,175.61,173.93,174.35,20134092.0,0.7083,0.6933,0.015,56.7448,-35.7143,13.9416,-0.66,1,4.32
140,2018-01-05,173.44,175.37,173.05,175.0,23016177.0,0.617,0.6896,-0.0725,58.8936,-27.5689,13.469,0.65,1,2.02
141,2018-01-04,172.54,173.47,172.08,173.03,22211345.0,0.4254,0.7077,-0.2823,53.9903,-52.2556,13.0474,-1.51,1,4.06
142,2018-01-03,172.53,174.55,171.96,172.23,28819653.0,0.3751,0.7783,-0.4032,51.8233,-62.2807,13.3206,-4.19,1,3.69
143,2018-01-02,170.16,172.3,169.26,172.26,25048048.0,0.387,0.8791,-0.4921,51.9084,-61.9048,13.6149,-1.71,1,5.23
144,2017-12-29,170.52,170.59,169.22,169.23,25643711.0,0.3934,1.0021,-0.6087,43.1499,-94.7681,14.4512,-2.99,1,3.78
145,2017-12-28,171.0,171.85,170.48,171.08,15997739.0,0.7045,1.1543,-0.4498,48.1183,-72.7705,14.5182,-1.19,1,2.93
146,2017-12-27,170.1,170.78,169.71,170.6,21672062.0,0.9028,1.2667,-0.3639,46.638,-78.478,15.1074,-1.1,1,4.22
147,2017-12-26,170.8,171.47,169.679,170.57,32968167.0,1.1918,1.3577,-0.1659,46.5495,-61.7318,15.2048,-2.1,1,3.37
148,2017-12-22,174.68,175.424,174.5,175.01,16052615.0,1.5463,1.3991,0.1471,60.2932,-20.3911,15.3096,5.64,0,-2.42
149,2017-12-21,174.17,176.02,174.1,175.01,20356826.0,1.5242,1.3624,0.1618,60.2932,-20.3911,15.2968,5.69,0,-2.14
150,2017-12-20,174.87,175.42,173.25,174.35,23000392.0,1.4738,1.3219,0.1519,58.7314,-26.5363,15.283,5.34,0,-3.99
151,2017-12-19,175.03,175.39,174.09,174.54,27078872.0,1.4553,1.2839,0.1714,59.3555,-24.7672,15.5145,4.9,0,-4.87
152,2017-12-18,174.88,177.2,174.86,176.42,28831533.0,1.3912,1.2411,0.1501,65.7771,-7.2626,15.3163,6.62,0,-4.38
153,2017-12-15,173.63,174.17,172.46,173.97,37054632.0,1.0976,1.2035,-0.1059,60.6217,-10.7015,14.6837,2.92,0,-2.75
154,2017-12-14,172.4,173.13,171.65,172.22,20219307.0,0.9565,1.23,-0.2735,56.2504,-33.1787,15.1952,0.37,0,-1.97
155,2017-12-13,172.5,173.54,172.0,172.27,23142242.0,0.9406,1.2984,-0.3578,56.4166,-35.7301,16.2351,2.79,1,2.5
156,2017-12-12,172.15,172.39,171.461,171.7,18945457.0,0.9015,1.3879,-0.4863,55.0098,-42.0354,17.1822,-1.37,1,2.64
157,2017-12-11,169.2,172.89,168.79,172.67,33092051.0,0.8966,1.5094,-0.6128,57.9664,-31.3053,18.272,-1.42,1,4.46
158,2017-12-08,170.49,171.0,168.82,169.37,23096872.0,0.7785,1.6626,-0.8841,49.3701,-67.8097,19.4455,-5.6,1,5.27
159,2017-12-07,169.03,170.44,168.91,169.32,24469613.0,0.9524,1.8837,-0.9312,49.224,-68.3628,19.806,-5.64,1,5.95
160,2017-12-06,167.5,170.2047,166.46,169.01,28224357.0,1.1657,2.1165,-0.9508,48.3663,-71.792,19.9084,-4.13,1,6.0
161,2017-12-05,169.06,171.52,168.4,169.64,27008428.0,1.4525,2.3542,-0.9017,49.9589,-70.2638,19.9021,-0.34,1,3.25
162,2017-12-04,172.48,172.62,169.63,169.8,32115052.0,1.7332,2.5796,-0.8464,50.3499,-68.3453,20.5636,-0.35,1,2.37
163,2017-12-01,169.95,171.67,168.5,171.05,39590080.0,2.0501,2.7912,-0.7411,53.3807,-53.3573,21.742,-0.05,1,2.96
164,2017-11-30,170.43,172.14,168.44,171.85,40172368.0,2.2975,2.9765,-0.679,55.3611,-43.765,22.5941,2.77,1,0.35
165,2017-11-29,172.63,172.92,167.16,169.48,40788324.0,2.4983,3.1462,-0.6479,50.2876,-74.0347,23.5118,-1.86,1,1.66
166,2017-11-28,174.3,174.87,171.86,173.07,25468442.0,2.9596,3.3082,-0.3486,59.8566,-40.3308,24.5,-0.9,0,-2.95
167,2017-11-27,175.05,175.08,173.34,174.09,20536313.0,3.1398,3.3953,-0.2556,63.0203,-27.3537,25.4436,-0.58,0,-6.88
168,2017-11-24,175.1,175.5,174.6459,174.97,14026519.0,3.2203,3.4592,-0.239,65.8069,-16.1578,25.7605,-0.91,0,-6.25
169,2017-11-22,173.36,175.0,173.05,174.96,24997274.0,3.1866,3.519,-0.3324,65.7909,-16.285,25.4381,-1.28,0,-3.42
170,2017-11-21,170.78,173.7,170.78,173.14,24875471.0,3.0982,3.6021,-0.5039,62.8611,-28.2847,25.2307,-1.67,0,-2.28
171,2017-11-20,170.29,170.56,169.56,169.98,15974387.0,3.1257,3.728,-0.6024,56.9116,-57.1168,25.3766,-4.27,0,-1.12
172,2017-11-17,171.04,171.39,169.64,170.15,21665811.0,3.437,3.8786,-0.4416,57.3707,-55.5657,26.5728,-2.35,0,-2.48
173,2017-11-16,171.18,171.87,170.3,171.1,23497326.0,3.7671,3.989,-0.2219,59.8773,-41.0543,27.8257,2.99,1,1.56
174,2017-11-15,169.97,170.3197,168.38,169.08,28702351.0,4.0369,4.0445,-0.0076,56.0894,-40.821,28.8939,2.19,1,4.96
175,2017-11-14,173.04,173.48,171.18,171.34,23588451.0,4.5282,4.0464,0.4818,62.1888,-25.1799,30.5599,2.3,1,3.47
176,2017-11-13,173.5,174.5,173.4,173.97,16828025.0,4.8593,3.926,0.9333,70.4696,-10.825,31.1145,7.25,0,-0.35
177,2017-11-10,175.11,175.38,174.27,174.67,25061183.0,4.9434,3.6926,1.2508,72.8676,-7.4869,30.5317,11.62,0,-3.49
178,2017-11-09,175.11,176.095,173.14,175.88,28636531.0,4.9076,3.3799,1.5277,77.0776,-1.7167,29.3982,18.47,0,-3.58
179,2017-11-08,174.66,176.24,174.33,176.24,24409527.0,4.6674,2.998,1.6693,78.3279,-0.0,28.1775,19.83,0,-4.69
180,2017-11-07,173.91,175.25,173.6,174.81,23910914.0,4.2561,2.5807,1.6755,76.9487,-2.175,26.201,17.71,0,-3.3
181,2017-11-06,172.365,174.99,171.72,174.25,34242566.0,3.815,2.1618,1.6532,76.4027,-3.7056,24.2427,18.08,0,-3.34
182,2017-11-03,174.0,174.26,171.12,172.5,58683826.0,3.2534,1.7485,1.5049,74.6609,-9.1476,22.1778,16.25,1,0.06
183,2017-11-02,167.64,168.5,165.28,168.11,32710040.0,2.6676,1.3723,1.2953,69.3993,-12.2654,20.0737,12.13,1,8.12
184,2017-11-01,169.87,169.94,165.61,166.89,33100847.0,2.328,1.0485,1.2795,67.6668,-20.4424,18.9884,7.13,1,8.66
185,2017-10-31,167.9,169.6499,166.94,169.04,35474672.0,1.9848,0.7286,1.2562,74.5763,-4.1689,17.6499,8.57,1,6.2
186,2017-10-30,163.89,168.07,163.72,166.72,43923292.0,1.2991,0.4146,0.8846,71.6786,-10.3448,15.5204,6.84,1,10.61
187,2017-10-27,159.29,163.6,158.7,163.05,43904150.0,0.6412,0.1934,0.4478,65.9837,-6.4103,13.555,6.06,1,14.9
188,2017-10-26,157.23,157.8295,156.78,157.41,16751691.0,0.1659,0.0814,0.0844,52.2947,-59.1453,12.6062,1.41,1,14.94
189,2017-10-25,156.91,157.55,155.27,156.41,20126554.0,0.131,0.0603,0.0706,48.9098,-70.6815,13.0202,-0.14,1,15.85
190,2017-10-24,156.29,157.42,156.2,157.1,17137731.0,0.1863,0.0427,0.1436,51.2392,-55.2786,13.2968,1.2,1,9.08
191,2017-10-23,156.89,157.69,155.5,156.17,21654461.0,0.184,0.0068,0.1772,48.1484,-55.8859,14.0661,0.33,1,10.11
192,2017-10-20,156.61,157.75,155.96,156.25,23612246.0,0.2731,-0.0375,0.3106,48.3934,-54.9346,14.8945,0.95,1,10.98
193,2017-10-19,156.75,157.08,155.02,155.98,42111326.0,0.3747,-0.1152,0.4898,47.5571,-58.1451,16.0077,0.59,1,8.7
194,2017-10-18,160.42,160.71,159.6,159.76,16158659.0,0.5263,-0.2376,0.764,60.2514,-12.5141,16.8831,6.28,0,-0.9
