Date,Open,High,Low,Close,Volume,WillR%,RSI,MOM,Hist,Signal,MACD,CLASS LABEL
8/23/2016,108.59,109.32,108.53,108.85,21257669,-27.8788,67.0516,0.04,-0.1973,2.6045,2.4072,1
8/22/2016,108.86,109.1,107.85,108.51,25820230,-31.5018,65.9219,0.14,-0.1241,2.6538,2.5297,0
8/19/2016,108.77,109.69,108.36,109.36,25368072,-13.9647,71.6226,1.88,-0.0009,2.6848,2.6839,1
8/18/2016,109.23,109.6,109.02,109.08,21984703,-18.4591,70.8515,3.21,0.0702,2.685,2.7552,0
8/17/2016,109.1,109.37,108.34,109.22,25355976,-15.4198,71.7567,3.43,0.1671,2.6675,2.8346,0
8/16/2016,109.63,110.23,109.21,109.38,33794448,-11.471,72.743,4.9,0.2548,2.6257,2.8805,0
8/15/2016,108.14,109.54,108.08,109.48,25868209,-0.8837,73.3279,3.43,0.3188,2.562,2.8808,1
8/12/2016,107.78,108.44,107.78,108.18,18660434,-6.0703,70.4607,3.97,0.3469,2.4823,2.8291,1
8/11/2016,108.52,108.93,107.85,107.93,27484506,-8.0671,69.8826,3.59,0.4589,2.3956,2.8544,0
8/10/2016,108.71,108.9,107.76,108,24008505,-7.508,70.24,5.05,0.5898,2.2808,2.8706,0
8/9/2016,108.23,108.94,108.01,108.81,26315204,-1.0383,74.3247,12.14,0.7091,2.1334,2.8425,1
8/8/2016,107.52,108.37,107.16,108.37,28037220,0,73.5488,11.03,0.7265,1.9561,2.6827,1
8/5/2016,106.27,107.65,106.18,107.48,40553402,-1.5138,71.9571,8.82,0.71,1.7745,2.4845,1
8/4/2016,105.58,106,105.28,105.87,27408650,-2.8777,68.8037,6.44,0.689,1.597,2.286,1
8/3/2016,104.81,105.84,104.77,105.79,30202641,-3.6999,68.641,5.83,0.7386,1.4247,2.1633,1
8/2/2016,106.05,106.07,104,104.48,33816556,-17.1634,65.94,4.61,0.7434,1.2401,1.9835,0
8/1/2016,104.41,106.15,104.41,106.05,38167871,-1.0277,72.9307,6.22,0.8042,1.0542,1.8584,1
7/29/2016,104.19,104.55,103.68,104.21,27733688,-4.182,69.4003,5.43,0.6588,0.8532,1.5119,0
7/28/2016,102.83,104.45,102.82,104.34,39869839,-1.3699,69.9992,5.55,0.5465,0.6885,1.2351,1
7/27/2016,104.265,104.35,102.75,102.95,92344820,-16.8675,67.1877,6.08,0.2986,0.5519,0.8504,1
7/26/2016,96.82,97.97,96.42,96.67,56239822,-80.4833,45.9295,-0.75,0.0115,0.4772,0.4887,0
7/25/2016,98.25,98.84,96.92,97.34,40382921,-55.2036,49.0796,0.36,0.1849,0.4744,0.6593,0
7/22/2016,99.26,99.3,98.31,98.66,28313669,-35.2941,56.1212,1.98,0.3711,0.4281,0.7992,0
7/21/2016,99.83,101,99.13,99.43,32702028,-23.6802,60.8501,3.49,0.4964,0.3354,0.8318,0
7/20/2016,100,100.46,99.735,99.96,26275968,-8.1169,64.3139,4.43,0.5715,0.2113,0.7828,1
7/19/2016,99.56,100,99.34,99.87,23779924,-4,63.9907,4.88,0.5866,0.0684,0.655,1
7/18/2016,98.7,100.13,98.6,99.83,36493867,-3.7547,63.8556,3.94,0.5698,-0.0783,0.4915,1
7/15/2016,98.92,99.3,98.5,98.78,30136990,-6.6667,60.2175,3.18,0.5005,-0.2207,0.2798,0
7/14/2016,97.39,98.99,97.32,98.79,38918997,-2.6702,60.2711,4.39,0.4581,-0.3458,0.1123,1
7/13/2016,97.41,97.67,96.84,96.87,25892171,-13.3871,52.7688,3.28,0.3563,-0.4603,-0.1041,0
7/12/2016,97.17,97.7,97.12,97.42,24167463,-4.5161,55.5596,5.38,0.3662,-0.5494,-0.1832,1
7/11/2016,96.75,97.65,96.73,96.98,23794945,-10.8943,53.7423,3.58,0.3034,-0.641,-0.3376,1
7/8/2016,96.49,96.89,96.05,96.68,28912103,-3.8961,52.5128,0.58,0.2319,-0.7168,-0.4849,1
7/7/2016,95.7,96.5,95.62,95.94,25139558,-17.6252,49.4345,0.39,0.1395,-0.7748,-0.6353,1
7/6/2016,94.6,95.66,94.37,95.53,30949090,-35.52,47.6899,-0.38,0.0669,-0.8097,-0.7428,1
7/5/2016,95.39,95.4,94.46,94.99,27705210,-49.4935,45.3855,-0.11,-0.0009,-0.8264,-0.8273,0
7/1/2016,95.49,96.465,95.33,95.89,26026540,-37.0609,48.7062,0.56,-0.0421,-0.8262,-0.8682,1
6/30/2016,94.44,95.77,94.3,95.6,35836356,-46.1942,47.5581,-1.95,-0.1838,-0.8157,-0.9995,1
6/29/2016,93.97,94.55,93.63,94.4,36531006,-63.0371,42.6238,-2.74,-0.3532,-0.7697,-1.1229,1
6/28/2016,92.9,93.66,92.14,93.59,40444914,-75.3828,39.028,-3.87,-0.4605,-0.6814,-1.1419,1
6/27/2016,93,93.05,91.5,92.04,46622188,-93.6396,31.3873,-5.3,-0.5008,-0.5663,-1.0671,0
6/24/2016,92.91,94.655,92.65,93.4,75311356,-89.782,34.9563,-5.43,-0.3572,-0.4411,-0.7983,0
6/23/2016,95.94,96.29,95.25,96.1,32240187,-80.2606,44.2274,-3.55,-0.2303,-0.3518,-0.5821,1
6/22/2016,96.25,96.89,95.35,95.55,29219122,-87.8847,41.2817,-3.39,-0.2784,-0.2942,-0.5725,0
6/21/2016,94.94,96.35,94.676,95.91,35546358,-82.8944,42.6508,-3.12,-0.2714,-0.2246,-0.496,1
6/20/2016,96,96.57,95.03,95.1,34411901,-98.9796,38.381,-3.53,-0.2711,-0.1567,-0.4278,0
6/17/2016,96.62,96.65,95.3,95.33,61008219,-99.5448,39.1495,-2.59,-0.1631,-0.089,-0.252,0
6/16/2016,96.45,97.75,96.07,97.55,31326815,-74.5704,47.7124,-0.17,0.0008,-0.0482,-0.0475,1
6/15/2016,97.82,98.41,97.03,97.14,29445227,-90.3042,45.6747,-1.32,0.0367,-0.0484,-0.0117,0
6/14/2016,97.32,98.475,96.75,97.46,31931944,-84.2205,47.0023,-2.4,0.1335,-0.0576,0.0759,1
6/13/2016,98.69,99.12,97.1,97.34,38020494,-86.5019,46.4604,-3.01,0.245,-0.091,0.154,0
6/10/2016,98.53,99.3457,98.48,98.83,31712936,-49.1961,52.6692,-1.58,0.4159,-0.1522,0.2637,0
6/9/2016,98.5,99.99,98.46,99.65,26601354,-30.3935,56.5298,0.03,0.5044,-0.2562,0.2482,1
6/8/2016,99.02,99.56,98.68,98.94,20848131,-35.4567,53.8076,1.04,0.5235,-0.3823,0.1412,0
6/7/2016,99.25,99.87,98.96,99.03,22409450,-34.375,54.2071,2.6,0.5881,-0.5132,0.075,1
6/6/2016,97.99,101.89,97.55,98.63,23292504,-36.7117,52.7594,3.41,0.6403,-0.6602,-0.0199,1
6/3/2016,97.79,98.27,97.45,97.92,28504888,-30.9471,50.1624,3.72,0.7204,-0.8203,-0.0999,1
6/2/2016,97.6,97.84,96.63,97.72,40191600,-28.0522,49.4354,3.16,0.8721,-1.0004,-0.1283,0
6/1/2016,99.02,99.54,98.33,98.46,29173285,-20.1599,52.044,4.97,1.076,-1.2184,-0.1423,0
5/31/2016,99.6,100.4,98.82,99.86,42307212,-7.7265,57.3615,5.98,1.2539,-1.4874,-0.2335,0
5/27/2016,99.44,100.47,99.245,100.35,36341240,-3.3748,59.3316,9.83,1.3118,-1.8009,-0.489,0
5/26/2016,99.68,100.73,98.64,100.41,56331159,-2.8419,59.5643,10.07,1.2709,-2.1288,-0.858,1
5/25/2016,98.67,99.74,98.11,99.62,38642108,-1.1685,57.5284,7.11,1.1241,-2.4465,-1.3225,1
5/24/2016,97.22,98.09,96.84,97.9,35140174,-2.2042,52.7154,4.48,0.9119,-2.7275,-1.8157,1
5/23/2016,95.87,97.19,95.67,96.43,38018643,-9.8446,48.0427,3.64,0.7119,-2.9555,-2.2436,1
5/20/2016,94.64,95.43,94.52,95.22,32025968,-10.5754,43.7977,2.5,0.5259,-3.1335,-2.6076,1
5/19/2016,94.64,94.64,93.57,94.2,30442100,-26.4386,39.9577,0.96,0.354,-3.265,-2.911,0
5/18/2016,94.16,95.21,93.89,94.56,42062391,-20.8398,40.8729,0.37,0.2015,-3.3535,-3.152,1
5/17/2016,94.55,94.7,93.01,93.49,46916939,-52.1998,36.883,-1.69,-0.0466,-3.4038,-3.4504,0
5/16/2016,92.39,94.39,91.65,93.88,61259756,-52.2727,37.7451,0.24,-0.2801,-3.3922,-3.6723,1
5/13/2016,90,91.67,90,90.52,44392765,-93.367,23.4273,-3.22,-0.6195,-3.3222,-3.9417,1
5/12/2016,92.72,92.78,89.47,90.34,76314690,-94.623,22.5411,-4.49,-0.7188,-3.1673,-3.8861,0
5/11/2016,93.48,93.57,92.46,92.51,28719109,-95.4887,25.8961,-5.31,-0.7527,-2.9876,-3.7403,0
5/10/2016,93.33,93.57,92.11,93.42,33686836,-89.5889,27.4892,-10.93,-0.9213,-2.7994,-3.7207,1
5/9/2016,93,93.77,92.59,92.79,32936436,-94.2118,24.5033,-12.29,-1.1652,-2.5691,-3.7343,1
5/6/2016,93.37,93.45,91.85,92.72,43699886,-94.6429,24.1812,-12.96,-1.3553,-2.2778,-3.6331,0
5/5/2016,94,94.07,92.68,93.24,35890500,-94.9245,24.9145,-12.73,-1.5051,-1.939,-3.4441,0
5/4/2016,95.2,95.9,93.82,94.19,41025475,-91.005,26.2657,-12.94,-1.6429,-1.5627,-3.2056,0
5/3/2016,94.2,95.74,93.68,95.18,56831277,-86.093,27.7204,-11.73,-1.7993,-1.152,-2.9513,1
5/2/2016,93.965,94.08,92.4,93.64,48160104,-93.7969,21.4351,-13.84,-1.9824,-0.7022,-2.6846,0
4/29/2016,93.99,94.72,92.51,93.74,68531478,-93.8129,21.5481,-16.11,-1.9418,-0.2066,-2.1484,0
4/28/2016,97.61,97.88,94.25,94.83,82242690,-96.8026,22.7624,-17.27,-1.7218,0.2789,-1.4429,0
4/27/2016,96,98.71,95.68,97.82,114602142,-87.1933,26.5777,-14.22,-1.3418,0.7093,-0.6325,0
4/26/2016,103.91,105.3,103.91,104.35,56016165,-94.8113,40.2635,-6.09,-0.9381,1.0448,0.1067,0
4/25/2016,105,105.65,104.51,105.08,28031588,-92.7665,42.5372,-3.94,-0.8955,1.2793,0.3838,0
4/22/2016,105.01,106.48,104.62,105.68,33683121,-86.3578,44.4532,-2.98,-0.8457,1.5032,0.6575,0
4/21/2016,106.93,106.93,105.52,105.97,31552525,-93.4498,45.3704,-2.57,-0.7784,1.7146,0.9362,0
4/20/2016,106.64,108.09,106.06,107.13,30611030,-83.0964,49.1358,-3.83,-0.6605,1.9092,1.2488,1
4/19/2016,107.88,108,106.23,106.91,32384879,-88.961,48.3814,-2.9,-0.5629,2.0743,1.5115,0
4/18/2016,108.89,108.95,106.94,107.48,60821461,-90.0917,50.1718,-3.64,-0.3679,2.2151,1.8472,0
4/15/2016,112.11,112.3,109.73,109.85,46938969,-33.8216,58.535,-0.14,-0.1162,2.307,2.1908,0
4/14/2016,111.62,112.39,111.33,112.1,25473923,-3.8615,68.6184,3.11,0.0201,2.3361,2.3562,1
4/13/2016,110.8,112.34,110.8,112.04,33257316,-4.0214,68.4839,2.48,-0.0271,2.331,2.3039,1
4/12/2016,109.34,110.5,108.66,110.44,27232325,-23.9398,64.7442,2.76,-0.1281,2.3378,2.2098,1
4/11/2016,108.97,110.61,108.83,109.02,29407518,-43.3653,60.9228,3.83,-0.1494,2.3698,2.2204,1
4/8/2016,108.91,109.77,108.17,108.66,23581740,-48.29,59.8996,2.99,-0.0609,2.4072,2.3463,1
4/7/2016,109.95,110.42,108.121,108.54,31801870,-49.9316,59.5719,2.41,0.087,2.4224,2.5094,0
4/6/2016,110.23,110.98,109.2,110.96,26404077,-16.8263,70.3337,4.24,0.2927,2.4007,2.6934,1
4/5/2016,109.51,110.73,109.42,109.81,26578652,-31.3158,67.764,3.9,0.3151,2.3275,2.6426,0
4/4/2016,110.42,112.19,110.27,111.12,37356204,-12.8297,74.5991,5.2,0.4077,2.2488,2.6565,1
4/1/2016,108.78,110,108.2,109.99,25873950,-4.9769,72.3665,4.19,0.3553,2.1468,2.5021,1
3/31/2016,109.72,109.9,108.88,108.99,25888449,-16.0314,70.2153,3.02,0.3258,2.058,2.3838,0
3/30/2016,108.65,110.42,108.6,109.56,45601149,-8.3739,73.2328,4.98,0.3234,1.9765,2.2999,1
3/29/2016,104.89,107.79,104.88,107.68,31190083,-1.4398,69.1758,5.16,0.2057,1.8957,2.1014,1
3/28/2016,106,106.19,105.06,105.19,19411372,-32.8,62.1137,2.93,0.1646,1.8442,2.0088,0
3/24/2016,105.47,106.25,104.89,105.67,26132955,-26.4,64.77,4.5,0.3118,1.8031,2.1149,0
3/23/2016,106.48,107.07,105.9,106.13,25703495,-20.2667,67.3324,5.01,0.4456,1.7251,2.1708,0
3/22/2016,105.25,107.29,105.21,106.72,32444375,-12.4,70.6618,5.69,0.5499,1.6137,2.1637,1
3/21/2016,105.93,107.65,105.1401,105.91,35502678,-21.7228,68.688,4.04,0.5868,1.4763,2.063,0
3/18/2016,106.34,106.5,105.19,105.92,44205171,-6.3877,68.741,2.91,0.6574,1.3296,1.987,1
3/17/2016,105.52,106.47,104.96,105.8,34420705,-6.8228,68.4698,4.3,0.6949,1.1652,1.8601,0
3/16/2016,104.61,106.31,104.59,105.97,38303493,-3.4943,69.2602,5.22,0.6918,0.9915,1.6832,1
3/15/2016,103.96,105.18,103.85,104.58,40067734,-6.0423,66.3072,4.05,0.5972,0.8185,1.4157,1
3/14/2016,101.91,102.91,101.78,102.52,25076062,-11.7929,61.1745,5.83,0.526,0.6692,1.1952,1
3/11/2016,102.24,102.28,101.5,102.26,27408237,-14.2857,60.4688,5.35,0.5684,0.5377,1.1062,1
3/10/2016,101.41,102.24,100.15,101.17,33513577,-24.7363,57.4583,4.41,0.6072,0.3956,1.0029,1
3/9/2016,101.31,101.58,100.27,101.12,27201683,-25.2157,57.3198,5.02,0.7236,0.2438,0.9674,1
3/8/2016,100.78,101.76,100.4,101.03,31182194,-26.0786,57.0864,6.34,0.8502,0.0629,0.9132,0
3/7/2016,102.39,102.83,100.96,101.87,35915810,-18.0249,59.9269,4.99,0.9895,-0.1496,0.8398,0
3/4/2016,102.37,103.75,101.37,103.01,46055100,-7.0949,63.9361,6.97,1.0454,-0.397,0.6484,1
3/3/2016,100.58,101.7099,100.45,101.5,36955742,-2.4127,60.7025,5.24,0.937,-0.6584,0.2787,1
3/2/2016,100.51,100.89,99.64,100.75,33169560,-1.6867,59.0073,2.63,0.849,-0.8926,-0.0436,1
3/1/2016,97.65,100.77,97.42,100.53,50407147,-2.934,58.5199,3.89,0.727,-1.1049,-0.3779,1
2/29/2016,96.86,98.23,96.65,96.69,35216277,-34.9206,48.6187,2.7,0.5099,-1.2866,-0.7767,0
2/26/2016,97.2,98.0237,96.58,96.91,28991131,-31.4286,49.244,3.21,0.5306,-1.4141,-0.8835,1
2/25/2016,96.05,96.76,95.25,96.76,27582659,-33.8095,48.8273,2.49,0.5175,-1.5468,-1.0293,1
2/24/2016,93.98,96.38,93.32,96.1,36255745,-44.2857,47.0512,1.11,0.491,-1.6762,-1.1851,1
2/23/2016,96.4,96.5,94.55,94.69,31942633,-66.6667,43.136,-0.32,0.4993,-1.7989,-1.2996,0
2/22/2016,96.31,96.9,95.92,96.88,34280758,-31.9048,48.2854,2.86,0.6404,-1.9237,-1.2833,1
2/19/2016,96,96.7599,95.8,96.04,35374173,-45.2381,45.989,-0.56,0.617,-2.0838,-1.4668,0
2/18/2016,98.84,98.89,96.091,96.26,39020983,-41.746,46.4911,-0.09,0.644,-2.2381,-1.5941,0
2/17/2016,96.67,98.21,96.15,98.12,44863243,-1.5464,50.8492,3.64,0.6432,-2.3991,-1.7558,1
2/16/2016,95.02,96.85,94.61,96.64,49057916,-14.1414,47.1916,0.21,0.4338,-2.5599,-2.1261,1
2/12/2016,94.19,94.5,93.01,93.99,40351381,-81.1543,39.7352,-3.35,0.2513,-2.6683,-2.417,1
2/11/2016,93.79,94.72,92.59,93.7,50074711,-85.6674,38.8579,-0.39,0.2477,-2.7312,-2.4834,0
2/10/2016,95.92,96.35,94.1,94.27,42343601,-79.4311,39.9185,0.85,0.2905,-2.7931,-2.5025,0
2/9/2016,94.29,95.94,93.93,94.99,44331195,-71.5536,41.2387,-5,0.3172,-2.8657,-2.5486,0
2/8/2016,93.13,95.7,93.04,95.01,54021375,-71.3348,41.2739,-4.43,0.3015,-2.945,-2.6435,1
2/5/2016,96.52,96.92,93.69,94.02,46418064,-82.1663,38.8752,-7.4,0.2921,-3.0204,-2.7283,0
2/4/2016,95.86,97.33,95.19,96.6,46471652,-53.9387,43.1392,0.3,0.3973,-3.0934,-2.6961,1
2/3/2016,95,96.84,94.08,96.35,45964294,-56.674,42.5724,-0.44,0.3143,-3.1927,-2.8784,1
2/2/2016,95.42,96.04,94.28,94.48,37357215,-77.1335,38.3009,-2.18,0.2275,-3.2713,-3.0438,0
2/1/2016,96.47,96.71,95.4,96.43,40943541,-55.7987,41.2735,-0.7,0.308,-3.3282,-3.0202,0
1/29/2016,94.79,97.34,94.35,97.34,64416504,-45.8425,42.71,-2.18,0.2605,-3.4052,-3.1447,1
1/28/2016,93.79,94.52,92.39,94.09,55678825,-81.4004,35.2349,-3.3,0.1198,-3.4703,-3.3505,1
1/27/2016,96.04,96.6289,93.34,93.42,133369674,-99.0232,33.5758,-6.54,0.2667,-3.5003,-3.2336,0
1/26/2016,99.93,100.88,98.07,99.99,75077002,-26.5922,43.7902,1.46,0.5979,-3.567,-2.9691,1
1/25/2016,101.52,101.53,99.21,99.44,51794525,-51.5688,42.4288,2.48,0.4592,-3.7164,-3.2573,0
1/22/2016,98.63,101.46,98.37,101.42,65800467,-35.6396,46.1668,4.97,0.3095,-3.8312,-3.5217,1
1/21/2016,97.06,97.88,94.94,96.3,52161463,-78.8391,31.7231,-4.4,-0.101,-3.9086,-4.0096,0
1/20/2016,95.1,98.1897,93.42,96.79,72334416,-77.945,32.498,-5.92,-0.1693,-3.8834,-4.0527,1
1/19/2016,98.41,98.65,95.5,96.66,53087747,-90.7605,32.0894,-8.69,-0.2576,-3.841,-4.0986,0
1/15/2016,96.2,97.71,95.36,97.13,79833891,-87.42,32.7551,-8.13,-0.3078,-3.7766,-4.0844,0
1/14/2016,97.96,100.48,95.74,99.52,63170127,-72.3886,36.3121,-7.8,-0.355,-3.6997,-4.0547,1
1/13/2016,100.32,101.19,97.3,97.39,62439631,-92.6154,30.0234,-11.35,-0.5902,-3.6109,-4.2011,0
1/12/2016,100.55,100.69,98.8399,99.96,49154227,-72.8462,33.7581,-6.86,-0.6467,-3.4634,-4.1101,1
1/11/2016,98.97,99.06,97.34,98.53,49739377,-83.8462,29.2083,-9.5,-0.894,-3.3017,-4.1957,1
1/8/2016,98.55,99.11,96.76,96.96,70798016,-95.9511,23.8781,-11.65,-1.0202,-3.0782,-4.0984,1
1/7/2016,98.68,100.13,96.43,96.45,81094428,-99.8736,22.1091,-10.78,-0.9316,-2.8232,-3.7548,0
1/6/2016,100.56,102.37,99.87,100.7,68457388,-93.2956,26.9567,-6.63,-0.6193,-2.5903,-3.2096,0
1/5/2016,105.75,105.85,102.41,102.71,55790992,-93.4259,29.8289,-3.32,-0.4644,-2.4355,-2.8998,0
1/4/2016,102.61,105.368,102,105.35,67649387,-68.9815,34.284,-3.63,-0.3476,-2.3194,-2.6669,1
12/31/2015,107.01,107.03,104.82,105.26,40912316,-95.8373,33.9718,-6.08,-0.3672,-2.2325,-2.5996,0
12/30/2015,108.58,108.7,107.18,107.32,25213777,-84.6086,37.787,-3.17,-0.3261,-2.1407,-2.4668,0
12/29/2015,106.96,109.43,106.86,108.74,30931243,-73.8449,40.7136,-3.74,-0.4119,-2.0592,-2.4711,1
12/28/2015,107.59,107.69,106.1807,106.82,26704210,-90.4068,34.3274,-6.36,-0.629,-1.9562,-2.5852,0
12/24/2015,109,109,107.95,108.03,13596680,-82.7852,36.6369,-8.14,-0.6989,-1.7989,-2.4978,0
12/23/2015,107.27,108.85,107.2,108.61,32657354,-78.7264,37.7678,-7.01,-0.8489,-1.6242,-2.4731,1
12/22/2015,107.4,107.72,106.451,107.23,32789367,-88.3835,33.2128,-11,-1.0526,-1.412,-2.4646,0
12/21/2015,107.28,107.37,105.57,107.33,47590610,-87.6837,33.3772,-10.95,-1.1286,-1.1488,-2.2774,1
12/18/2015,108.91,109.52,105.81,106.03,96453327,-98.4342,29.1438,-13,-1.1489,-0.8667,-2.0156,0
12/17/2015,112.02,112.25,108.98,108.98,44772827,-98.3725,33.6492,-6.22,-0.9402,-0.5795,-1.5197,0
12/16/2015,111.07,111.99,108.8,111.34,56238467,-77.0344,38.0149,-4.94,-0.8206,-0.3444,-1.165,1
12/15/2015,111.94,112.8,110.35,110.49,53323105,-93.0487,35.2033,-6.85,-0.7963,-0.1393,-0.9356,0
12/14/2015,112.18,112.68,109.79,112.48,65003609,-73.287,39.0543,-5.82,-0.6025,0.0598,-0.5427,0
12/11/2015,115.19,115.39,112.851,113.18,46886161,-95.306,40.5015,-4.63,-0.4464,0.2104,-0.236,0
12/10/2015,116.04,116.94,115.51,116.17,29212727,-65.7895,47.4799,-1.86,-0.2343,0.322,0.0877,1
12/9/2015,117.64,117.69,115.08,115.62,46361357,-75.4386,45.8874,-3.26,-0.1855,0.3806,0.1951,0
12/8/2015,117.52,118.6,116.86,118.23,34309450,-29.6491,52.9642,0.48,-0.0416,0.427,0.3854,0
12/7/2015,118.98,119.86,117.81,118.28,32084249,-24.8485,53.1099,-1.02,-0.0805,0.4374,0.3569,0
12/4/2015,115.29,119.25,115.11,119.03,57776977,-9.9776,55.226,0.25,-0.1472,0.4575,0.3103,1
12/3/2015,116.55,116.79,114.22,115.2,41569509,-52.9148,44.7961,-2.09,-0.3244,0.4943,0.1699,0
12/2/2015,117.05,118.11,116.08,116.28,33386563,-40.8072,47.7059,2.59,-0.1973,0.5754,0.3781,0
12/1/2015,118.75,118.81,116.86,117.34,34852374,-28.9238,50.7078,3.165,-0.0962,0.6247,0.5285,0
11/30/2015,117.99,119.41,117.75,118.3,39180322,-18.1614,53.5412,5.96,-0.0439,0.6488,0.6048,1
11/27/2015,118.29,118.41,117.6,117.81,13046445,-37.0028,52.2773,2.09,-0.064,0.6598,0.5957,0
11/25/2015,119.21,119.23,117.92,118.03,21388308,-34.9676,52.877,1.92,-0.0505,0.6758,0.6253,0
11/24/2015,117.33,119.35,117.12,118.88,42803172,-32.592,55.1466,2.11,-0.0568,0.6884,0.6316,1
11/23/2015,119.27,119.73,117.34,117.75,32482528,-47.3479,52.6371,-2.82,-0.1588,0.7026,0.5438,0
11/20/2015,119.2,119.92,118.85,119.3,34287096,-35.2574,56.676,-1.76,-0.2033,0.7423,0.539,1
11/19/2015,117.64,119.75,116.76,118.78,43295820,-39.3136,55.615,-2.14,-0.426,0.7931,0.3671,1
11/18/2015,115.76,117.49,115.5,117.29,46674697,-50.936,52.5214,-4.71,-0.7042,0.8996,0.1954,1
11/17/2015,114.92,115.05,113.32,113.69,27583101,-79.0172,43.7211,-8.88,-0.9506,1.0757,0.125,0
11/16/2015,111.38,114.24,111,114.175,38106701,-75.234,44.7589,-7.005,-0.9133,1.3133,0.4,1
11/13/2015,115.2,115.57,112.27,112.34,45812403,-99.3939,39.7328,-7.16,-0.8459,1.5417,0.6958,0
11/12/2015,116.26,116.82,115.65,115.72,32525579,-82.4008,47.0557,-4.81,-0.5032,1.7532,1.25,0
11/11/2015,116.37,117.42,115.21,116.11,45217971,-78.4334,48.0036,-3.16,-0.284,1.879,1.595,0
11/10/2015,116.9,118.07,116.061,116.77,59127931,-71.7192,49.5729,2.22,0.0225,1.95,1.9725,0
11/9/2015,120.96,121.81,120.05,120.57,33871405,-32.1146,60.0719,5.29,0.414,1.9443,2.3584,0
11/6/2015,121.11,121.81,120.62,121.06,33042283,-21.2308,61.6349,1.98,0.5889,1.8408,2.4297,1
11/5/2015,121.85,122.69,120.18,120.92,39552680,-21.1524,61.3683,5.42,0.742,1.6936,2.4356,0
11/4/2015,123.13,123.82,121.62,122,44886050,-13.275,64.584,8.24,0.9137,1.5081,2.4218,0
11/3/2015,120.79,123.49,120.7,122.57,45518976,-6.8759,66.2863,8.8,0.9794,1.2797,2.2591,1
11/2/2015,119.87,121.36,119.61,121.18,32203267,-1.5254,64.1464,9.45,0.9257,1.0348,1.9606,1
10/30/2015,120.99,121.22,119.45,119.5,49365254,-14.7513,61.3965,8.46,0.8891,0.8034,1.6925,0
10/29/2015,118.7,120.69,118.27,120.53,51227334,-1.4376,64.1997,8.67,0.9156,0.5811,1.4968,1
10/28/2015,116.93,119.3,116.06,119.27,85551352,-0.3058,62.2414,9.06,0.7681,0.3522,1.1203,1
10/27/2015,115.4,116.54,113.99,114.55,69884400,-42.4578,53.3685,2.76,0.5916,0.1602,0.7518,0
10/26/2015,118.08,118.13,114.92,115.28,66333781,-35.8323,55.2325,3.68,0.7388,0.0123,0.7511,0
10/23/2015,116.7,119.228,116.33,119.08,59366914,-1.3433,66.4509,6.96,0.8374,-0.1724,0.665,1
10/22/2015,114.33,115.5,114.1,115.5,41654089,-1.0855,59.2016,6,0.5402,-0.3817,0.1584,1
10/21/2015,114,115.58,113.7,113.76,42326974,-22.665,54.793,2.98,0.3909,-0.5168,-0.1259,0
10/20/2015,111.34,114.17,110.82,113.77,48967763,-5.8309,54.8246,2.46,0.3047,-0.6145,-0.3098,1
10/19/2015,110.8,111.75,110.11,111.73,29759153,-18.75,49.281,0.95,0.1497,-0.6907,-0.541,1
10/16/2015,111.78,112,110.53,111.04,39232609,-39.8387,47.2479,0.66,0.1075,-0.7281,-0.6206,0
10/15/2015,110.93,112.1,110.49,111.86,37673452,-37.3278,49.4347,2.28,0.1122,-0.755,-0.6428,1
10/14/2015,111.29,111.52,109.56,110.21,44462449,-69.0832,44.6479,-0.09,0.0377,-0.783,-0.7453,0
10/13/2015,110.82,112.45,110.68,111.79,33049256,-52.2388,48.7515,2.73,0.0951,-0.7924,-0.6974,1
10/12/2015,112.73,112.75,111.44,111.6,30467204,-54.2644,48.2201,-0.84,0.0293,-0.8162,-0.7869,0
10/9/2015,110,112.28,109.49,112.12,52766140,-48.7207,49.5252,-2.59,-0.0468,-0.8235,-0.8704,1
10/8/2015,110.19,110.19,108.21,109.5,61979577,-76.6525,42.207,-5.5,-0.2053,-0.8118,-1.0172,0
10/7/2015,111.74,111.77,109.41,110.78,46765550,-63.0064,45.1786,-3.54,-0.1625,-0.7605,-0.923,0
10/6/2015,110.63,111.74,109.765,111.31,48856977,-57.3561,46.4356,-2.09,-0.1999,-0.7199,-0.9197,1
10/5/2015,109.88,111.3698,109.07,110.78,52064743,-63.0064,45.015,-4.43,-0.2862,-0.6699,-0.9561,1
10/2/2015,108.01,111.0136,107.55,110.38,58019758,-67.2708,43.9737,-3.07,-0.3363,-0.5984,-0.9347,1
10/1/2015,109.07,109.62,107.31,109.58,63929100,-76.3048,41.9313,-4.34,-0.3387,-0.5143,-0.853,0
9/30/2015,110.17,111.54,108.73,109.95,65041596,-72.979,43.2489,-6.11,-0.2253,-0.4296,-0.6549,1
9/29/2015,112.83,113.51,107.86,109.06,73365384,-86.711,40.2463,-7.22,-0.0925,-0.3733,-0.4658,0
9/28/2015,113.85,114.57,112.44,112.44,50782189,-62.5,46.4693,-2.87,0.2587,-0.3501,-0.0914,0
9/25/2015,116.44,116.69,114.02,114.71,56151926,-30.618,51.4283,0.5,0.4584,-0.4148,0.0436,0
9/24/2015,113.25,115.5,112.37,115,50219475,-22.5537,52.0877,2.43,0.5136,-0.5294,-0.0159,1
