2018-01-31,250.50
2018-02-01,247.94
2018-02-02,245.17
2018-02-05,231.44
2018-02-06,233.63
2018-02-07,233.19
2018-02-08,222.89
2018-02-09,225.21
2018-02-12,229.19
2018-02-13,231.36
2018-02-14,232.00
2018-02-15,234.87
2018-02-16,236.67
2018-02-20,235.07
2018-02-21,232.18
2018-02-22,236.00
2018-02-23,237.02
2018-02-26,244.14
2018-02-27,240.78
2018-02-28,235.51
2018-03-01,231.34
2018-03-02,230.37
2018-03-05,232.81
2018-03-06,233.66
2018-03-07,235.57
2018-03-08,236.34
2018-03-09,241.35
2018-03-12,239.80
2018-03-13,237.57
2018-03-14,234.29
2018-03-15,235.87
2018-03-16,237.22
2018-03-19,231.56
2018-03-20,232.45
2018-03-21,234.14
2018-03-22,223.17
2018-03-23,215.36
2018-03-26,220.24
2018-03-27,215.87
2018-03-28,216.54
2018-03-29,219.52
2018-04-02,212.62
2018-04-03,216.33
2018-04-04,217.56
2018-04-05,218.67
2018-04-06,212.25
2018-04-09,212.81
2018-04-10,216.98
2018-04-11,214.33
2018-04-12,216.42
2018-04-13,215.52
2018-04-16,217.70
2018-04-17,220.09
2018-04-18,219.52
2018-04-19,218.85
2018-04-20,217.75
2018-04-23,215.88
2018-04-24,201.13
2018-04-25,198.84
2018-04-26,197.09
2018-04-27,196.12
2018-04-30,194.39
2018-05-01,195.02
2018-05-02,194.50
2018-05-03,195.68
2018-05-04,199.36
2018-05-07,200.26
2018-05-08,201.74
2018-05-09,203.42
2018-05-10,205.03
2018-05-11,205.16
2018-05-14,205.76
2018-05-15,202.41
2018-05-16,200.21
2018-05-17,200.36
2018-05-18,198.96
2018-05-21,201.76
2018-05-22,198.97
2018-05-23,198.67
2018-05-24,199.41
2018-05-25,199.03
2018-05-29,195.74
2018-05-30,198.68
2018-05-31,197.23
2018-06-01,199.59
2018-06-04,201.06
2018-06-05,201.20
2018-06-06,203.86
2018-06-07,205.07
2018-06-08,206.59
2018-06-11,205.12
2018-06-12,204.92
2018-06-13,204.89
2018-06-14,203.63
2018-06-15,204.97
2018-06-18,204.17
2018-06-19,199.39
2018-06-20,198.08
2018-06-21,195.52
2018-06-22,196.50
