,index,1. open,2. high,3. low,4. close,5. volume,MACD,MACD_Hist,MACD_Signal,RSI,WILLR,ADX,MOM
260,469.0,108.565,108.75,107.68,108.03,23675081.0,2.2183,-0.3089,2.5272,61.7361,-54.321000000000005,36.2663,0.03
261,278.0,153.42,154.43,153.33,153.67,20034934.0,2.2726,-0.3333,2.6059,61.7652,-42.9395,23.8457,-2.03
262,2411.0,90.35,94.49,88.86,94.0,37278400.0,-2.3876,1.2231,-3.6107,49.1096,-13.0486,27.482,13.51
263,3949.0,15.55,15.95,15.25,15.61,6237500.0,0.1501,0.1478,0.0023,62.638000000000005,-13.3858,16.2984,0.84
264,3230.0,46.69,48.88,46.55,48.8,29236400.0,1.1358,-0.0031,1.1389,70.7971,-2.2099,38.1537,2.93
265,2174.0,202.87,204.83,202.07,204.45,12258600.0,3.6663,0.5083,3.158,64.7831,-2.8307,22.9157,15.95
266,4615.0,127.0,127.94,120.69,122.0,2779100.0,4.0165,0.647,3.3695,56.6941,-39.6531,11.585999999999999,7.88
267,2878.0,84.86,86.0,84.35,85.73,30573900.0,-0.3999,-0.6878,0.2878,45.1046,-89.5849,21.8933,-9.22
268,1654.0,389.93,390.94,386.7625,389.09,10883800.0,-1.1476,2.3478,-3.4954,52.18600000000001,-22.1215,13.1034,12.58
269,4387.0,19.5,19.81,19.06,19.56,8621800.0,0.9620000000000001,0.3725,0.5895,61.0776,-27.6,33.6041,1.56
270,2507.0,148.9,162.76,146.53,162.02,67128300.0,-2.832,-0.883,-1.949,38.696,-54.9447,19.7033,-17.53
271,694.0,108.01,111.0136,107.55,110.38,58019758.0,-0.9347,-0.3363,-0.5984,43.9737,-67.2708,32.6446,-3.07
272,3628.0,22.45,22.89,22.4,22.71,3452500.0,0.1314,-0.1076,0.2389,54.153,-39.881,16.5505,0.15
273,1279.0,436.5,443.24,432.77,441.811,14447700.0,1.886,-0.8423,2.7283,49.5519,-56.6259,13.834000000000001,-0.32899999999999996
274,3953.0,14.47,14.88,14.26,14.7,3895500.0,-0.0366,0.0674,-0.10400000000000001,52.8325,-29.1005,13.6364,1.01
275,4139.0,23.4,23.55,22.72,23.27,3329400.0,0.4057,0.1091,0.2966,59.114,-8.5106,21.9908,2.22
276,4480.0,56.75,59.5,56.75,58.0,5464000.0,1.6236,0.0498,1.5738,53.0977,-56.9832,22.6822,-1.19
277,4508.0,45.56,48.06,44.25,48.0,6069600.0,-5.2684,0.6671,-5.9355,36.6633,-74.3677,38.9023,-7.13
