Date,Open,High,Low,Close,Volume,Sentiment,Label,,Date,Sentiment
3/17/17,141,141,139.89,139.99,43884952,0.118,0,,8/9/17,0.118
3/16/17,140.72,141.02,140.26,140.69,19231998,0.8,1,,8/8/17,0.8
3/15/17,139.41,140.7501,139.025,140.46,25691774,0.8,0,,8/7/17,0.8
3/14/17,139.3,139.65,138.84,138.99,15309065,0.143,1,,8/6/17,0.143
3/13/17,138.85,139.43,138.82,139.2,17421717,0.846,0,,8/5/17,0.846
3/10/17,139.25,139.3571,138.64,139.14,19612801,0.889,0,,8/4/17,0.889
3/9/17,138.74,138.79,137.05,138.68,22155904,0.304,0,,8/3/17,0.304
3/8/17,138.95,139.8,138.82,139,18707236,0.811,1,,8/2/17,0.811
3/7/17,139.06,139.98,138.79,139.52,17446297,-1.413,1,,8/1/17,-1.413
3/6/17,139.365,139.77,138.5959,139.34,21750044,1.578,0,,7/31/17,1.578
3/3/17,138.78,139.83,138.59,139.78,21571121,0.833,1,,7/30/17,0.833
3/2/17,140,140.2786,138.76,138.96,26210984,-1.4,0,,7/29/17,-1.4
3/1/17,137.89,140.15,137.595,139.79,36414585,0.542,0,,7/28/17,0.542
2/28/17,137.08,137.435,136.7,136.99,23482860,2.435,1,,7/27/17,2.435
2/27/17,137.14,137.435,136.28,136.93,20257426,0.679,1,,7/26/17,0.679
2/24/17,135.91,136.66,135.28,136.66,21776585,0.065,0,,7/25/17,0.065
2/23/17,137.38,137.48,136.3,136.53,20788186,1.263,1,,7/24/17,1.263
2/22/17,136.43,137.12,136.11,137.11,20836932,-1,0,,7/23/17,-1
2/21/17,136.23,136.75,135.98,136.7,24507156,1.5,0,,7/22/17,1.5
2/17/17,135.1,135.83,135.1,135.72,22198197,-1.722,1,,7/21/17,-1.722
2/16/17,135.67,135.9,134.8398,135.345,22584555,0.5,0,,7/20/17,0.5
2/15/17,135.52,136.27,134.62,135.51,35623100,0.414,0,,7/19/17,0.414
2/14/17,133.47,135.09,133.25,135.02,33226223,1.5,1,,7/18/17,1.5
2/13/17,133.08,133.82,132.75,133.29,23035421,0.647,1,,7/17/17,0.647
2/10/17,132.46,132.94,132.05,132.12,20065458,0.5,1,,7/16/17,0.5
2/9/17,131.65,132.445,131.12,132.42,28349859,2,0,,7/15/17,2
2/8/17,131.35,132.22,131.22,132.04,23004072,-1,1,,7/14/17,-1
2/7/17,130.54,132.09,130.45,131.53,38183841,-1.389,0,,7/13/17,-1.389
2/6/17,129.13,130.5,128.9,130.29,26845924,0.675,1,,7/12/17,0.675
2/3/17,128.31,129.19,128.16,129.08,24507301,1,1,,7/11/17,1
2/2/17,127.975,129.39,127.78,128.53,33710411,0.147,0,,7/10/17,0.147
2/1/17,127.03,130.49,127.01,128.75,111985040,1.833,0,,7/9/17,1.833
1/31/17,121.15,121.39,120.62,121.35,49200993,1.167,1,,7/8/17,1.167
1/30/17,120.93,121.63,120.66,121.63,30377503,1.045,1,,7/7/17,1.045
1/27/17,122.14,122.35,121.6,121.95,20562944,0.345,1,,7/6/17,0.345
1/26/17,121.67,122.44,121.6,121.94,26337576,0.714,0,,7/5/17,0.714
1/25/17,120.42,122.1,120.28,121.88,32586673,-1.064,0,,7/4/17,-1.064
1/24/17,119.55,120.1,119.5,119.97,23211038,0.929,1,,7/3/17,0.929
1/23/17,120,120.81,119.77,120.08,22050218,1,1,,7/2/17,1
1/20/17,120.45,120.45,119.7346,120,32597892,1.25,0,,7/1/17,1.25
1/19/17,119.4,120.09,119.37,119.78,25597291,1.161,1,,6/30/17,1.161
1/18/17,120,120.5,119.71,119.99,23712961,0.095,1,,6/29/17,0.095
1/17/17,118.34,120.24,118.22,120,34439843,0.367,0,,6/28/17,0.367
1/13/17,119.11,119.62,118.81,119.04,26111948,-1.017,1,,6/27/17,-1.017
1/12/17,118.895,119.3,118.21,119.25,27086220,0.694,0,,6/26/17,0.694
1/11/17,118.74,119.93,118.6,119.75,27588593,2.75,0,,6/25/17,2.75
1/10/17,118.77,119.38,118.3,119.11,24462051,1,1,,6/24/17,1
1/9/17,117.95,119.43,117.94,118.99,33561948,0.25,0,,6/23/17,0.25
1/6/17,116.78,118.16,116.47,117.91,31751900,1.479,1,,6/22/17,1.479
1/5/17,115.92,116.8642,115.81,116.61,22193587,-1.17,1,,6/21/17,-1.17
1/4/17,115.85,116.51,115.75,116.02,21118116,1.121,1,,6/20/17,1.121
1/3/17,115.8,116.33,114.76,116.15,28781865,1.158,0,,6/19/17,1.158
12/30/16,116.65,117.2,115.43,115.82,30586265,0,0,,6/18/17,0
12/29/16,116.45,117.1095,116.4,116.73,15039519,-1.625,1,,6/17/17,-1.625
12/28/16,117.52,118.0166,116.2,116.76,20905892,0.69,0,,6/16/17,0.69
12/27/16,116.52,117.8,116.49,117.26,18296855,-1.333,1,,6/15/17,-1.333
12/23/16,115.59,116.52,115.59,116.52,14249484,0.727,1,,6/14/17,0.727
12/22/16,116.35,116.51,115.64,116.29,26085854,1.205,0,,6/13/17,1.205
12/21/16,116.8,117.4,116.78,117.06,23783165,0.16,1,,6/12/17,0.16
12/20/16,116.74,117.5,116.68,116.95,21424965,1,1,,6/11/17,1
12/19/16,115.8,117.38,115.75,116.64,27779423,-1.444,0,,6/10/17,-1.444
12/16/16,116.47,116.5,115.645,115.97,44351134,0.083,0,,6/9/17,0.083
12/15/16,115.38,116.73,115.23,115.82,46524544,0.28,0,,6/8/17,0.28
12/14/16,115.04,116.2,114.98,115.19,34031834,0.438,1,,6/7/17,0.438
12/13/16,113.84,115.92,113.75,115.19,43733811,-1.017,0,,6/6/17,-1.017
12/12/16,113.29,115,112.49,113.3,26374377,0.782,1,,6/5/17,0.782
12/9/16,112.31,114.7,112.31,113.95,34402627,1.6,0,,6/4/17,1.6
12/8/16,110.86,112.43,110.6,112.12,27068316,2.313,1,,6/3/17,2.313
12/7/16,109.26,111.19,109.16,111.03,29998719,0.786,0,,6/2/17,0.786
12/6/16,109.5,110.36,109.19,109.95,26195462,1.086,1,,6/1/17,1.086
12/5/16,110,110.03,108.25,109.11,34324540,0.444,0,,5/31/17,0.444
12/2/16,109.17,110.09,108.85,109.9,26527997,2,1,,5/30/17,2
12/1/16,110.365,110.94,109.03,109.49,37086862,2.333,0,,5/29/17,2.333
11/30/16,111.56,112.2,110.27,110.52,36162258,0.2,1,,5/28/17,0.2
11/29/16,110.78,112.03,110.07,111.46,28528750,2.667,1,,5/27/17,2.667
11/28/16,111.43,112.465,111.39,111.57,27193983,0.857,1,,5/26/17,0.857
11/25/16,111.13,111.87,110.95,111.79,11475922,0.158,1,,5/25/17,0.158
11/23/16,111.36,111.51,110.33,111.23,27426394,0.313,0,,5/24/17,0.313
11/22/16,111.95,112.42,111.4,111.8,25965534,0.22,1,,5/23/17,0.22
11/21/16,110.12,111.99,110.01,111.73,29264571,2.133,0,,5/22/17,2.133
11/18/16,109.72,110.54,109.66,110.06,28428917,2.333,1,,5/21/17,2.333
11/17/16,109.81,110.35,108.83,109.95,27632003,1.708,1,,5/20/17,1.708
11/16/16,106.7,110.23,106.6,109.99,58840522,1.351,0,,5/19/17,1.351
11/15/16,106.57,107.68,106.1593,107.11,32264510,0.5,1,,5/18/17,0.5
11/14/16,107.32,107.809,104.08,105.71,51175504,0,0,,5/17/17,0
11/11/16,106.92,108.87,106.55,108.43,34143898,1.077,1,,5/16/17,1.077
11/10/16,111.09,111.09,105.83,107.79,57134541,0.438,0,,5/15/17,0.438
11/9/16,109.88,111.32,108.05,110.88,59176361,1.333,0,,5/14/17,1.333
11/8/16,110.31,111.72,109.7,111.06,24254179,1.875,1,,5/13/17,1.875
11/7/16,110.08,110.51,109.46,110.41,32560000,0.676,0,,5/12/17,0.676
11/4/16,108.53,110.25,108.11,108.84,30836997,0.313,1,,5/11/17,0.313
11/3/16,110.98,111.46,109.55,109.83,26932602,2.396,1,,5/10/17,2.396
11/2/16,111.4,112.35,111.23,111.59,28331709,1.638,0,,5/9/17,1.638
11/1/16,113.46,113.77,110.53,111.49,43825812,0.69,0,,5/8/17,0.69
10/31/16,113.65,114.23,113.2,113.54,26419398,-2,1,,5/7/17,-2
10/28/16,113.87,115.21,113.45,113.72,37861662,0,0,,5/6/17,0
10/27/16,115.39,115.86,114.1,114.48,34562045,0.339,1,,5/5/17,0.339
10/26/16,114.31,115.7,113.31,115.59,66134219,0.709,0,,5/4/17,0.709
10/25/16,117.95,118.36,117.31,118.25,48128970,0,1,,5/3/17,0
10/24/16,117.1,117.74,117,117.65,23538673,0.611,1,,5/2/17,0.611
10/21/16,116.81,116.91,116.28,116.6,23192665,1.4,1,,5/1/17,1.4
10/20/16,116.86,117.38,116.33,117.06,24125801,0.857,0,,4/30/17,0.857
10/19/16,117.25,117.76,113.8,117.12,20034594,0.263,1,,4/29/17,0.263
10/18/16,118.18,118.21,117.45,117.47,24553478,0.092,0,,4/28/17,0.092
10/17/16,117.33,117.84,116.78,117.55,23624896,1.782,1,,4/27/17,1.782
10/14/16,117.88,118.17,117.13,117.63,35652191,1.581,0,,4/26/17,1.581
10/13/16,116.79,117.44,115.72,116.98,35192406,-1.115,1,,4/25/17,-1.115
10/12/16,117.35,117.98,116.75,117.34,37586787,1,0,,4/24/17,1
10/11/16,117.7,118.69,116.2,116.3,64041043,1.429,0,,4/23/17,1.429
10/10/16,115.02,116.75,114.72,116.05,36235956,2.538,1,,4/22/17,2.538
10/7/16,114.31,114.56,113.51,114.06,24358443,1.136,1,,4/21/17,1.136
10/6/16,113.7,114.34,113.13,113.89,28779313,-1.213,0,,4/20/17,-1.213
10/5/16,113.4,113.66,112.69,113.05,21453089,0,1,,4/19/17,0
10/4/16,113.06,114.31,112.63,113,29736835,0,0,,4/18/17,0
10/3/16,112.71,113.05,112.28,112.52,21701760,1,1,,4/17/17,1
9/30/16,112.46,113.37,111.8,113.05,36379106,1,0,,4/16/17,1
9/29/16,113.16,113.8,111.8,112.18,35886990,0.529,1,,4/15/17,0.529
9/28/16,113.69,114.64,113.43,113.95,29641085,0.905,1,,4/14/17,0.905
9/27/16,113,113.18,112.34,113.09,24607412,0.426,1,,4/13/17,0.426
9/26/16,111.64,113.39,111.55,112.88,29869442,-1,0,,4/12/17,-1
9/23/16,114.42,114.79,111.55,112.71,52481151,-1.022,0,,4/11/17,-1.022
9/22/16,114.35,114.94,114,114.62,31073984,1.906,1,,4/10/17,1.906
9/21/16,113.85,113.989,112.441,113.55,36003185,-2.5,0,,4/9/17,-2.5
9/20/16,113.05,114.12,112.51,113.57,34514269,1,1,,4/8/17,1
9/19/16,115.19,116.18,113.25,113.58,47023046,2.594,0,,4/7/17,2.594
9/16/16,115.12,116.13,114.04,114.92,79886911,-1.049,0,,4/6/17,-1.049
9/15/16,113.86,115.73,113.49,115.57,90613177,1.328,0,,4/5/17,1.328
9/14/16,108.73,113.03,108.6,111.77,112340318,0.467,0,,4/4/17,0.467
9/13/16,107.51,108.79,107.24,107.95,62176190,-1.195,1,,4/3/17,-1.195
9/12/16,102.65,105.72,102.53,105.44,45292770,1.833,1,,4/2/17,1.833
9/9/16,104.64,105.72,103.13,103.13,46556984,0.208,0,,4/1/17,0.208
9/8/16,107.25,107.27,105.24,105.52,53002026,0.18,0,,3/31/17,0.18
9/7/16,107.83,108.76,107.07,108.36,42364328,1.182,1,,3/30/17,1.182
9/6/16,107.9,108.3,107.51,107.7,26880391,1.02,1,,3/29/17,1.02
9/2/16,107.7,108,106.82,107.73,26802450,0.548,1,,3/28/17,0.548
9/1/16,106.14,106.8,105.62,106.73,26701523,1,1,,3/27/17,1
8/31/16,105.66,106.5699,105.64,106.1,29662406,0.833,0,,3/26/17,0.833
8/30/16,105.8,106.5,105.5,106,24863945,-1,1,,3/25/17,-1
8/29/16,106.62,107.44,106.29,106.82,24970300,0.407,0,,3/24/17,0.407
8/26/16,107.41,107.95,106.31,106.94,27766291,0.484,0,,3/23/17,0.484
8/25/16,107.39,107.88,106.68,107.57,25086248,1.079,1,,3/22/17,1.079
8/24/16,108.565,108.75,107.68,108.03,23675081,1,1,,3/21/17,1
8/23/16,108.59,109.32,108.53,108.85,21257669,1.485,1,,3/20/17,1.485
8/22/16,108.86,109.1,107.85,108.51,25820230,-1.5,0,,3/19/17,-1.5
8/19/16,108.77,109.69,108.36,109.36,25368072,-1.143,1,,3/18/17,-1.143
8/18/16,109.23,109.6,109.02,109.08,21984703,0.667,1,,3/17/17,0.667
8/17/16,109.1,109.37,108.34,109.22,25355976,-1.024,0,,3/16/17,-1.024
8/16/16,109.63,110.23,109.21,109.38,33794448,1,0,,3/15/17,1
8/15/16,108.14,109.54,108.08,109.48,25868209,1.909,1,,3/14/17,1.909
8/12/16,107.78,108.44,107.78,108.18,18660434,0.438,1,,3/13/17,0.438
8/11/16,108.52,108.93,107.85,107.93,27484506,1.2,0,,3/12/17,1.2
8/10/16,108.71,108.9,107.76,108,24008505,2,1,,3/11/17,2
8/9/16,108.23,108.94,108.01,108.81,26315204,0.688,0,,3/10/17,0.688
8/8/16,107.52,108.37,107.16,108.37,28037220,0.122,0,,3/9/17,0.122
8/5/16,106.27,107.65,106.18,107.48,40553402,0.143,0,,3/8/17,0.143
8/4/16,105.58,106,105.28,105.87,27408650,1.13,1,,3/7/17,1.13
8/3/16,104.81,105.84,104.77,105.79,30202641,1.15,0,,3/6/17,1.15
8/2/16,106.05,106.07,104,104.48,33816556,2.5,0,,3/5/17,2.5
8/1/16,104.41,106.15,104.41,106.05,38167871,0.818,0,,3/4/17,0.818
7/29/16,104.19,104.55,103.68,104.21,27733688,0.833,1,,3/3/17,0.833
7/28/16,102.83,104.45,102.82,104.34,39869839,0.8,0,,3/2/17,0.8
7/27/16,104.265,104.35,102.75,102.95,92344820,0.118,0,,3/1/17,0.118
7/26/16,96.82,97.97,96.42,96.67,56239822,0.267,1,,2/28/17,0.267
7/25/16,98.25,98.84,96.92,97.34,40382921,0.857,1,,2/27/17,0.857
7/22/16,99.26,99.3,98.31,98.66,28313669,1.48,1,,2/26/17,1.48
7/21/16,99.83,101,99.13,99.43,32702028,0,0,,2/25/17,0
7/20/16,100,100.46,99.735,99.96,26275968,0,1,,2/24/17,0
7/19/16,99.56,100,99.34,99.87,23779924,1.25,1,,2/23/17,1.25
7/18/16,98.7,100.13,98.6,99.83,36493867,1.5,0,,2/22/17,1.5
7/15/16,98.92,99.3,98.5,98.78,30136990,0.938,1,,2/21/17,0.938
7/14/16,97.39,98.99,97.32,98.79,38918997,0.474,0,,2/20/17,0.474
7/13/16,97.41,97.67,96.84,96.87,25892171,1.25,1,,2/19/17,1.25
7/12/16,97.17,97.7,97.12,97.42,24167463,0.333,1,,2/18/17,0.333
7/11/16,96.75,97.65,96.73,96.98,23794945,-1,1,,2/17/17,-1
7/8/16,96.49,96.89,96.05,96.68,28912103,0.682,0,,2/16/17,0.682
7/7/16,95.7,96.5,95.62,95.94,25139558,0.649,1,,2/15/17,0.649
7/6/16,94.6,95.66,94.37,95.53,30949090,1.594,0,,2/14/17,1.594
7/5/16,95.39,95.4,94.46,94.99,27705210,1.627,1,,2/13/17,1.627
7/1/16,95.49,96.465,95.33,95.89,26026540,2.667,1,,2/12/17,2.667
6/30/16,94.44,95.77,94.3,95.6,35836356,0.846,0,,2/11/17,0.846
6/29/16,93.97,94.55,93.63,94.4,36531006,1.424,0,,2/10/17,1.424
6/28/16,92.9,93.66,92.14,93.59,40444914,1.625,0,,2/9/17,1.625
6/27/16,93,93.05,91.5,92.04,46622188,0.077,0,,2/8/17,0.077
6/24/16,92.91,94.655,92.65,93.4,75311356,0.603,0,,2/7/17,0.603
6/23/16,95.94,96.29,95.25,96.1,32240187,0.754,1,,2/6/17,0.754
6/22/16,96.25,96.89,95.35,95.55,29219122,1.857,1,,2/5/17,1.857
6/21/16,94.94,96.35,94.676,95.91,35546358,0.842,0,,2/4/17,0.842
6/20/16,96,96.57,95.03,95.1,34411901,0.5,1,,2/3/17,0.5
6/17/16,96.62,96.65,95.3,95.33,61008219,1.193,0,,2/2/17,1.193
6/16/16,96.45,97.75,96.07,97.55,31326815,1.954,1,,2/1/17,1.954
6/15/16,97.82,98.41,97.03,97.14,29445227,0.945,1,,1/31/17,0.945
6/14/16,97.32,98.475,96.75,97.46,31931944,0.149,0,,1/30/17,0.149
6/13/16,98.69,99.12,97.1,97.34,38020494,-1.043,0,,1/29/17,-1.043
6/10/16,98.53,99.3457,98.48,98.83,31712936,0.385,1,,1/28/17,0.385
6/9/16,98.5,99.99,98.46,99.65,26601354,0.842,1,,1/27/17,0.842
6/8/16,99.02,99.56,98.68,98.94,20848131,-1.719,1,,1/26/17,-1.719
6/7/16,99.25,99.87,98.96,99.03,22409450,0.919,0,,1/25/17,0.919
6/6/16,97.99,101.89,97.55,98.63,23292504,0.283,0,,1/24/17,0.283
6/3/16,97.79,98.27,97.45,97.92,28504888,-1.406,0,,1/23/17,-1.406
6/2/16,97.6,97.84,96.63,97.72,40191600,-1.765,0,,1/22/17,-1.765
6/1/16,99.02,99.54,98.33,98.46,29173285,-2.429,1,,1/21/17,-2.429
5/31/16,99.6,100.4,98.82,99.86,42307212,0.146,0,,1/20/17,0.146
5/27/16,99.44,100.47,99.245,100.35,36341240,0.257,1,,1/19/17,0.257
5/26/16,99.68,100.73,98.64,100.41,56331159,0.431,0,,1/18/17,0.431
5/25/16,98.67,99.74,98.11,99.62,38642108,0.292,1,,1/17/17,0.292
5/24/16,97.22,98.09,96.84,97.9,35140174,1.385,1,,1/16/17,1.385
5/23/16,95.87,97.19,95.67,96.43,38018643,0.333,0,,1/15/17,0.333
5/20/16,94.64,95.43,94.52,95.22,32025968,1.167,1,,1/14/17,1.167
5/19/16,94.64,94.64,93.57,94.2,30442100,0.095,1,,1/13/17,0.095
5/18/16,94.16,95.21,93.89,94.56,42062391,0.136,0,,1/12/17,0.136
5/17/16,94.55,94.7,93.01,93.49,46916939,1.051,0,,1/11/17,1.051
5/16/16,92.39,94.39,91.65,93.88,61259756,0.5,0,,1/10/17,0.5
5/13/16,90,91.67,90,90.52,44392765,0.688,1,,1/9/17,0.688
5/12/16,92.72,92.78,89.47,90.34,76314690,0.333,0,,1/8/17,0.333
5/11/16,93.48,93.57,92.46,92.51,28719109,0.167,1,,1/7/17,0.167
5/10/16,93.33,93.57,92.11,93.42,33686836,1.278,0,,1/6/17,1.278
5/9/16,93,93.77,92.59,92.79,32936436,0.484,1,,1/5/17,0.484
5/6/16,93.37,93.45,91.85,92.72,43699886,0.685,0,,1/4/17,0.685
5/5/16,94,94.07,92.68,93.24,35890500,1.1,1,,1/3/17,1.1
5/4/16,95.2,95.9,93.82,94.19,41025475,2.15,0,,1/2/17,2.15
5/3/16,94.2,95.74,93.68,95.18,56831277,2.25,0,,1/1/17,2.25
5/2/16,93.965,94.08,92.4,93.64,48160104,0.867,1,,12/31/16,0.867
4/29/16,93.99,94.72,92.51,93.74,68531478,0.214,0,,12/30/16,0.214
4/28/16,97.61,97.88,94.25,94.83,82242690,1.643,0,,12/29/16,1.643
4/27/16,96,98.71,95.68,97.82,114602142,0.659,0,,12/28/16,0.659
4/26/16,103.91,105.3,103.91,104.35,56016165,2.048,1,,12/27/16,2.048
4/25/16,105,105.65,104.51,105.08,28031588,3,1,,12/26/16,3
4/22/16,105.01,106.48,104.62,105.68,33683121,2.167,0,,12/25/16,2.167
4/21/16,106.93,106.93,105.52,105.97,31552525,0.364,1,,12/24/16,0.364
4/20/16,106.64,108.09,106.06,107.13,30611030,0.757,1,,12/23/16,0.757
4/19/16,107.88,108,106.23,106.91,32384879,-1.31,0,,12/22/16,-1.31
4/18/16,108.89,108.95,106.94,107.48,60821461,-1.44,0,,12/21/16,-1.44
4/15/16,112.11,112.3,109.73,109.85,46938969,-1.102,1,,12/20/16,-1.102
4/14/16,111.62,112.39,111.33,112.1,25473923,0.627,1,,12/19/16,0.627
4/13/16,110.8,112.34,110.8,112.04,33257316,0.714,0,,12/18/16,0.714
4/12/16,109.34,110.5,108.66,110.44,27232325,1.556,1,,12/17/16,1.556
4/11/16,108.97,110.61,108.83,109.02,29407518,0.964,0,,12/16/16,0.964
4/8/16,108.91,109.77,108.17,108.66,23581740,0.548,1,,12/15/16,0.548
4/7/16,109.95,110.42,108.121,108.54,31801870,1.618,0,,12/14/16,1.618
4/6/16,110.23,110.98,109.2,110.96,26404077,1.148,1,,12/13/16,1.148
4/5/16,109.51,110.73,109.42,109.81,26578652,1,0,,12/12/16,1
4/4/16,110.42,112.19,110.27,111.12,37356204,0.667,0,,12/11/16,0.667
4/1/16,108.78,110,108.2,109.99,25873950,0.556,1,,12/10/16,0.556
3/31/16,109.72,109.9,108.88,108.99,25888449,1.421,0,,12/9/16,1.421
3/30/16,108.65,110.42,108.6,109.56,45601149,0.443,0,,12/8/16,0.443
3/29/16,104.89,107.79,104.88,107.68,31190083,0.914,1,,12/7/16,0.914
3/28/16,106,106.19,105.06,105.19,19411372,1.181,1,,12/6/16,1.181
3/24/16,105.47,106.25,104.89,105.67,26132955,0.821,0,,12/5/16,0.821
3/23/16,106.48,107.07,105.9,106.13,25703495,0.267,1,,12/4/16,0.267
3/22/16,105.25,107.29,105.21,106.72,32444375,0.81,0,,12/3/16,0.81
3/21/16,105.93,107.65,105.1401,105.91,35502678,-1.152,0,,12/2/16,-1.152
3/18/16,106.34,106.5,105.19,105.92,44205171,0.71,0,,12/1/16,0.71
3/17/16,105.52,106.47,104.96,105.8,34420705,0.667,1,,11/30/16,0.667
3/16/16,104.61,106.31,104.59,105.97,38303493,0.5,0,,11/29/16,0.5
3/15/16,103.96,105.18,103.85,104.58,40067734,0,0,,11/28/16,0
3/14/16,101.91,102.91,101.78,102.52,25076062,0,1,,11/27/16,0
3/11/16,102.24,102.28,101.5,102.26,27408237,0,0,,11/26/16,0
3/10/16,101.41,102.24,100.15,101.17,33513577,0,0,,11/25/16,0
3/9/16,101.31,101.58,100.27,101.12,27201683,-1.947,1,,11/24/16,-1.947
3/8/16,100.78,101.76,100.4,101.03,31182194,1.313,0,,11/23/16,1.313
3/7/16,102.39,102.83,100.96,101.87,35915810,0.35,0,,11/22/16,0.35
3/4/16,102.37,103.75,101.37,103.01,46055100,-1.643,0,,11/21/16,-1.643
3/3/16,100.58,101.7099,100.45,101.5,36955742,0.25,1,,11/20/16,0.25
3/2/16,100.51,100.89,99.64,100.75,33169560,0.333,1,,11/19/16,0.333
3/1/16,97.65,100.77,97.42,100.53,50407147,0.795,0,,11/18/16,0.795
2/29/16,96.86,98.23,96.65,96.69,35216277,0.958,1,,11/17/16,0.958
2/26/16,97.2,98.0237,96.58,96.91,28991131,0.361,1,,11/16/16,0.361
2/25/16,96.05,96.76,95.25,96.76,27582659,0.525,1,,11/15/16,0.525
2/24/16,93.98,96.38,93.32,96.1,36255745,1.371,0,,11/14/16,1.371
2/23/16,96.4,96.5,94.55,94.69,31942633,1.167,1,,11/13/16,1.167
2/22/16,96.31,96.9,95.92,96.88,34280758,2.25,0,,11/12/16,2.25
2/19/16,96,96.7599,95.8,96.04,35374173,0.269,0,,11/11/16,0.269
2/18/16,98.84,98.89,96.091,96.26,39020983,0.68,0,,11/10/16,0.68
2/17/16,96.67,98.21,96.15,98.12,44863243,0.643,0,,11/9/16,0.643
2/16/16,95.02,96.85,94.61,96.64,49057916,0.84,0,,11/8/16,0.84
2/12/16,94.19,94.5,93.01,93.99,40351381,0.708,1,,11/7/16,0.708
2/11/16,93.79,94.72,92.59,93.7,50074711,2.333,0,,11/6/16,2.333
2/10/16,95.92,96.35,94.1,94.27,42343601,-2,1,,11/5/16,-2
2/9/16,94.29,95.94,93.93,94.99,44331195,-1.261,0,,11/4/16,-1.261
2/8/16,93.13,95.7,93.04,95.01,54021375,1.204,0,,11/3/16,1.204
2/5/16,96.52,96.92,93.69,94.02,46418064,1,1,,11/2/16,1
2/4/16,95.86,97.33,95.19,96.6,46471652,-1.24,0,,11/1/16,-1.24
2/3/16,95,96.84,94.08,96.35,45964294,1.472,1,,10/31/16,1.472
2/2/16,95.42,96.04,94.28,94.48,37357215,-1,1,,10/30/16,-1
2/1/16,96.47,96.71,95.4,96.43,40943541,1.727,0,,10/29/16,1.727
1/29/16,94.79,97.34,94.35,97.34,64416504,1.5,0,,10/28/16,1.5
1/28/16,93.79,94.52,92.39,94.09,55678825,0.474,1,,10/27/16,0.474
1/27/16,96.04,96.6289,93.34,93.42,133369674,-1.594,0,,10/26/16,-1.594
1/26/16,99.93,100.88,98.07,99.99,75077002,0.381,1,,10/25/16,0.381
1/25/16,101.52,101.53,99.21,99.44,51794525,0.82,1,,10/24/16,0.82
1/22/16,98.63,101.46,98.37,101.42,65800467,0.611,0,,10/23/16,0.611
1/21/16,97.06,97.88,94.94,96.3,52161463,1.433,1,,10/22/16,1.433
1/20/16,95.1,98.1897,93.42,96.79,72334416,0.946,0,,10/21/16,0.946
1/19/16,98.41,98.65,95.5,96.66,53087747,-1.053,1,,10/20/16,-1.053
1/15/16,96.2,97.71,95.36,97.13,79833891,0.481,0,,10/19/16,0.481
1/14/16,97.96,100.48,95.74,99.52,63170127,1.515,1,,10/18/16,1.515
1/13/16,100.32,101.19,97.3,97.39,62439631,0.906,1,,10/17/16,0.906
1/12/16,100.55,100.69,98.8399,99.96,49154227,-1.25,1,,10/16/16,-1.25
1/11/16,98.97,99.06,97.34,98.53,49739377,0.647,0,,10/15/16,0.647
1/8/16,98.55,99.11,96.76,96.96,70798016,0.703,0,,10/14/16,0.703
1/7/16,98.68,100.13,96.43,96.45,81094428,-1,0,,10/13/16,-1
1/6/16,100.56,102.37,99.87,100.7,68457388,-1.345,1,,10/12/16,-1.345
1/5/16,105.75,105.85,102.41,102.71,55790992,-1.51,1,,10/11/16,-1.51
1/4/16,102.61,105.368,102,105.35,67649387,-1.303,0,,10/10/16,-1.303
12/31/15,107.01,107.03,104.82,105.26,40912316,2,1,,10/9/16,2
12/30/15,108.58,108.7,107.18,107.32,25213777,-1.077,1,,10/8/16,-1.077
12/29/15,106.96,109.43,106.86,108.74,30931243,1.065,0,,10/7/16,1.065
12/28/15,107.59,107.69,106.1807,106.82,26704210,0.75,1,,10/6/16,0.75
12/24/15,109,109,107.95,108.03,13596680,0.618,1,,10/5/16,0.618
12/23/15,107.27,108.85,107.2,108.61,32657354,0.597,0,,10/4/16,0.597
12/22/15,107.4,107.72,106.451,107.23,32789367,0.259,0,,10/3/16,0.259
12/21/15,107.28,107.37,105.57,107.33,47590610,0.625,0,,10/2/16,0.625
12/18/15,108.91,109.52,105.81,106.03,96453327,0.409,0,,10/1/16,0.409
12/17/15,112.02,112.25,108.98,108.98,44772827,0.487,1,,9/30/16,0.487
12/16/15,111.07,111.99,108.8,111.34,56238467,0.448,0,,9/29/16,0.448
12/15/15,111.94,112.8,110.35,110.49,53323105,1,1,,9/28/16,1
12/14/15,112.18,112.68,109.79,112.48,65003609,0.759,0,,9/27/16,0.759
12/11/15,115.19,115.39,112.851,113.18,46886161,0.233,1,,9/26/16,0.233
12/10/15,116.04,116.94,115.51,116.17,29212727,0.8,1,,9/25/16,0.8
12/9/15,117.64,117.69,115.08,115.62,46361357,0.765,0,,9/24/16,0.765
12/8/15,117.52,118.6,116.86,118.23,34309450,0.049,1,,9/23/16,0.049
12/7/15,118.98,119.86,117.81,118.28,32084249,0.929,1,,9/22/16,0.929
12/4/15,115.29,119.25,115.11,119.03,57776977,0.133,0,,9/21/16,0.133
12/3/15,116.55,116.79,114.22,115.2,41569509,0.327,1,,9/20/16,0.327
12/2/15,117.05,118.11,116.08,116.28,33386563,0.043,1,,9/19/16,0.043
12/1/15,118.75,118.81,116.86,117.34,34852374,0.333,0,,9/18/16,0.333
11/30/15,117.99,119.41,117.75,118.3,39180322,1.138,0,,9/17/16,1.138
